COMUNA,EDAD_0A5,EDAD_6A14,EDAD_15A64,EDAD_65YMAS
8108,11,16,115,32
8108,12,6,39,0
8108,*,6,18,*
8108,11,9,51,6
8108,15,27,218,41
8108,153,157,542,36
8108,10,32,161,52
8108,0,0,0,0
8108,0,0,0,0
8108,0,0,0,0
8108,*,6,38,*
8108,72,78,603,96
8108,*,*,27,0
8108,*,19,39,*
8108,6,5,41,9
8108,65,81,508,85
8108,*,5,39,*
8108,24,22,104,9
8108,21,23,146,28
8108,*,9,16,*
8108,8,16,91,13
8108,18,24,122,6
8108,0,7,33,6
8108,*,19,60,*
8108,*,14,58,*
8108,54,104,554,31
8108,*,10,40,*
8108,56,53,456,30
8108,*,5,37,*
8108,*,*,15,0
8108,*,5,13,*
8108,31,79,287,18
8108,*,5,43,*
8108,*,16,32,*
8108,4,5,18,0
8108,0,*,12,*
8108,14,50,212,7
8108,*,12,32,*
8108,*,*,23,5
8108,0,5,23,6
8108,6,11,22,4
8108,*,11,26,*
8108,*,*,14,*
8108,31,49,328,51
8108,*,*,37,8
8108,5,22,139,24
8108,0,*,49,*
8108,*,8,40,*
8108,7,22,133,20
8108,*,*,28,15
8108,4,8,28,11
8108,0,*,14,*
8108,0,0,16,10
8108,0,5,28,11
8108,0,8,30,7
8108,*,11,47,*
8108,*,*,78,27
8108,5,15,60,5
8108,4,16,60,4
8108,4,5,23,10
8108,5,7,67,14
8108,*,*,35,9
8108,9,17,111,29
8108,16,17,142,30
8108,*,*,28,14
8108,*,*,74,22
8108,*,17,91,*
8108,10,45,261,35
8108,18,17,185,17
8108,10,10,45,9
8108,0,0,0,0
8108,*,*,16,*
8108,5,6,23,4
8108,*,4,29,*
8108,*,11,31,*
8108,*,9,30,*
8108,*,6,16,*
8108,119,150,670,22
8108,86,150,732,65
8108,*,4,21,*
8108,*,*,24,0
8108,*,6,26,*
8108,*,6,17,*
8108,104,130,496,23
8108,*,4,11,*
8108,*,*,12,0
8108,0,0,0,0
8108,0,*,5,*
8108,*,*,19,0
8108,*,*,9,0
8108,*,*,9,0
8108,8,7,28,0
8108,*,8,21,*
8108,*,*,10,0
8108,*,*,13,0
8108,*,*,8,0
8108,*,*,14,0
8108,13,24,134,10
8108,61,104,427,33
8108,80,111,488,24
8108,19,*,84,*
8108,61,120,437,31
8108,39,37,349,13
8108,30,67,282,23
8108,*,12,32,*
8108,*,5,22,*
8108,0,*,26,*
8108,*,*,21,0
8108,18,19,71,4
8108,*,7,32,*
8108,29,18,110,8
8108,*,13,43,*
8108,6,5,27,0
8108,6,11,40,5
8108,4,8,27,0
8108,10,28,79,7
8108,*,*,22,8
8108,15,24,92,6
8108,*,*,9,0
8108,7,15,79,11
8108,42,77,254,19
8108,5,7,40,7
8108,*,*,25,7
8108,*,*,32,6
8108,*,*,17,*
8108,37,42,197,18
8108,0,*,7,*
8108,0,*,20,*
8108,*,*,24,11
8108,6,9,43,4
8108,*,5,30,*
8108,*,0,*,0
8108,*,*,22,4
8108,0,*,17,*
8108,*,*,31,11
8108,*,*,32,6
8108,16,21,106,9
8108,0,0,0,0
8108,6,16,50,13
8108,6,4,24,11
8108,*,*,52,12
8108,7,12,87,10
8108,7,11,50,8
8108,7,5,52,6
8108,13,12,68,12
8108,4,10,66,14
8108,5,6,46,12
8108,5,7,53,11
8108,*,12,48,*
8108,*,*,64,16
8108,0,6,41,10
8108,*,*,47,6
8108,*,*,53,7
8108,*,*,55,14
8108,10,20,65,11
8108,19,67,156,13
8108,*,*,21,0
8108,0,*,9,*
8108,0,0,*,*
8108,*,8,40,*
8108,*,*,30,*
8108,*,10,48,*
8108,*,10,32,*
8108,9,8,31,4
8108,*,20,72,*
8108,6,*,16,*
8108,*,6,34,*
8108,*,*,39,0
8108,*,*,13,0
8108,5,7,23,0
8108,*,6,27,*
8108,*,6,25,*
8108,15,*,35,*
8108,*,12,37,*
8108,6,8,42,6
8108,*,15,42,*
8108,*,*,21,0
8108,*,*,14,*
8108,*,10,32,*
8108,7,10,33,0
8108,4,*,39,*
8108,*,*,15,0
8108,*,7,17,*
8108,11,*,71,*
8108,*,*,22,0
8108,*,*,28,5
8108,11,9,46,0
8108,*,9,29,*
8108,13,16,81,7
8108,22,*,77,*
8108,9,10,54,0
8108,16,*,50,*
8108,*,7,40,*
8108,7,4,60,0
8108,*,6,28,*
8108,11,19,52,7
8108,8,8,38,0
8108,22,38,159,12
8108,*,4,21,*
8108,*,8,17,*
8108,*,6,26,*
8108,*,13,42,*
8108,*,*,36,7
8108,0,*,18,*
8108,56,128,485,48
8108,7,12,50,0
8108,*,13,61,*
8108,9,13,56,6
8108,7,8,49,4
8108,*,*,26,0
8108,41,28,176,5
8108,7,8,23,0
8108,*,8,36,*
8108,*,7,46,*
8108,*,7,42,*
8108,*,9,30,*
8108,12,11,78,4
8108,5,4,39,5
8108,*,8,41,*
8108,*,*,38,4
8108,*,8,33,*
8108,*,7,40,*
8108,*,8,34,*
8108,*,*,12,0
8108,*,15,49,*
8108,0,*,35,*
8108,46,*,175,*
8108,5,*,32,*
8108,*,*,9,0
8108,*,14,36,*
8108,*,13,38,*
8108,9,*,33,*
8108,*,9,35,*
8108,*,8,33,*
8108,*,*,17,0
8108,*,9,25,*
8108,4,4,22,0
8108,*,*,22,*
8108,*,8,29,*
8108,4,5,17,0
8108,*,23,96,*
8108,15,10,74,4
8108,*,5,15,*
8108,0,0,9,0
8108,*,9,38,*
8108,34,37,171,10
8108,11,13,44,0
8108,5,4,21,0
8108,22,32,123,4
8108,*,6,23,*
8108,5,8,33,4
8108,*,8,37,*
8108,11,17,59,0
8108,*,9,32,*
8108,*,10,44,*
8108,*,5,35,*
8108,*,16,58,*
8108,8,16,53,6
8108,*,6,37,*
8108,*,*,31,8
8108,4,8,38,9
8108,5,5,37,4
8108,*,14,36,*
8108,*,13,25,*
8108,*,7,19,*
8108,*,5,30,*
8108,*,10,42,*
8108,5,7,30,4
8108,*,17,43,*
8108,*,8,44,*
8108,*,8,32,*
8108,*,6,28,*
8108,*,16,50,*
8108,4,8,42,4
8108,*,9,38,*
8108,*,17,62,*
8108,*,8,41,*
8108,*,*,35,0
8108,*,7,47,*
8108,7,6,47,0
8108,5,8,32,4
8108,*,9,27,*
8108,*,16,79,*
8108,*,18,61,*
8108,*,14,50,*
8108,*,9,36,*
8108,5,11,46,4
8108,8,13,56,4
8108,*,13,51,*
8108,*,13,53,*
8108,*,7,40,*
8108,9,14,54,6
8108,9,9,88,21
8108,9,18,106,19
8108,9,4,73,14
8108,11,14,78,7
8108,8,11,76,17
8108,5,10,74,20
8108,8,6,59,12
8108,*,*,34,4
8108,*,*,14,*
8108,*,*,19,*
8108,*,12,45,*
8108,*,*,23,6
8108,*,*,44,7
8108,5,18,80,12
8108,7,*,48,*
8108,17,35,125,16
8108,11,25,129,14
8108,5,7,50,12
8108,12,19,94,15
8108,*,*,29,7
8108,6,16,91,8
8108,8,6,28,9
8108,*,11,60,*
8108,*,7,42,*
8108,9,11,58,18
8108,11,27,118,21
8108,*,*,66,8
8108,6,6,22,0
8108,119,112,405,26
8108,8,19,48,0
8108,86,151,428,18
8108,*,150,298,*
8108,*,9,13,*
8108,71,65,421,53
8108,0,*,12,*
8108,25,57,202,8
8108,*,*,18,0
8108,*,4,14,*
8108,*,6,27,*
8108,5,8,22,0
8108,*,4,21,*
8108,77,96,374,16
8108,*,*,15,0
8108,6,*,24,*
8108,24,36,133,6
8108,0,*,16,*
8108,5,4,23,0
8108,*,7,21,*
8108,*,*,11,*
8108,31,39,118,6
8108,9,18,51,4
8108,*,18,73,*
8108,18,18,129,6
8108,*,*,9,0
8108,89,107,455,36
8108,44,66,275,17
8108,*,*,23,*
8108,*,7,22,*
8108,*,6,33,*
8108,19,35,146,14
8108,0,0,0,0
8108,15,12,77,4
8108,*,*,18,0
8108,0,0,0,0
8108,79,96,369,12
8108,*,14,32,*
8108,5,10,23,0
8108,15,*,42,*
8108,*,*,*,*
8108,11,4,48,0
8108,8,*,33,*
8108,6,*,27,*
8108,16,*,68,*
8108,20,10,68,4
8108,*,*,14,0
8108,6,*,15,*
8108,15,21,106,14
8108,14,16,75,11
8108,27,23,112,6
8108,*,*,10,0
8108,0,0,0,0
8108,73,87,378,17
8108,12,*,47,*
8108,0,*,15,*
8108,*,*,16,*
8108,31,19,159,5
8108,45,29,219,8
8108,19,9,76,13
8108,28,*,102,*
8108,31,16,136,5
8108,*,*,31,0
8108,44,*,250,*
8108,5,4,29,0
8108,*,*,16,0
8108,0,0,0,0
8108,*,0,*,0
8108,*,*,11,0
8108,6,5,32,0
8108,6,10,26,0
8108,*,*,16,0
8108,*,*,6,*
8108,*,*,32,*
8108,*,*,52,*
8108,10,24,109,20
8109,15,23,107,5
8109,7,17,56,9
8109,8,12,70,9
8109,*,*,35,11
8109,0,0,0,0
8109,12,14,100,16
8109,*,*,23,9
8109,*,0,17,*
8109,*,0,*,9
8109,*,*,*,*
8109,22,34,151,12
8109,*,*,10,*
8109,18,27,142,23
8109,0,*,10,*
8109,*,*,21,*
8109,0,*,24,*
8109,*,*,21,6
8109,*,*,28,5
8109,14,18,179,24
8109,8,7,54,6
8109,7,9,52,7
8109,*,*,31,12
8109,*,*,25,10
8109,5,6,35,10
8109,16,16,133,14
8109,9,10,102,10
8109,0,4,20,4
8109,*,9,57,*
8109,5,14,95,6
8109,*,15,66,*
8109,8,11,63,5
8109,14,12,83,5
8109,*,*,15,6
8109,*,8,33,*
8109,0,*,16,*
8109,7,5,12,5
8109,4,*,23,*
8109,*,*,19,9
8109,*,*,52,18
8109,*,*,36,8
8109,*,*,27,11
8109,5,*,28,*
8109,*,*,19,7
8109,7,5,43,13
8109,*,*,21,13
8109,*,6,29,*
8109,7,8,48,8
8109,*,*,24,*
8109,0,*,7,*
8109,0,5,19,5
8109,*,*,10,10
8109,*,7,29,*
8109,16,40,134,18
8109,*,*,32,7
8109,5,4,34,8
8109,0,14,26,7
8109,*,*,30,10
8109,9,8,57,14
8109,*,10,34,*
8109,7,6,40,9
8109,*,*,32,17
8109,*,*,19,13
8109,0,5,30,4
8109,*,6,24,*
8109,*,*,35,7
8109,5,12,82,34
8109,0,0,0,0
8109,6,5,34,7
8109,*,*,20,12
8109,4,4,37,8
8109,5,4,34,4
8109,5,14,41,13
8109,*,*,30,12
8109,*,*,20,*
8109,*,*,28,8
8109,16,21,125,29
8109,0,0,0,0
8109,*,*,18,6
8109,*,*,74,45
8109,5,13,74,16
8109,*,*,16,*
8109,28,33,160,16
8109,*,*,23,12
8109,0,0,0,0
8109,*,*,25,*
8109,*,*,20,5
8109,6,8,52,18
8109,18,29,78,4
8109,*,36,83,*
8109,*,7,32,*
8109,6,16,27,0
8109,*,12,34,*
8109,8,7,19,0
8109,*,*,6,0
8109,*,11,31,*
8109,*,18,44,*
8109,*,12,30,*
8109,5,10,21,0
8109,*,18,40,*
8109,5,9,26,0
8109,27,44,101,4
8109,*,*,11,0
8109,11,19,71,8
8109,*,5,18,*
8109,11,10,45,7
8109,*,15,67,*
8109,*,15,40,*
8109,*,24,71,*
8109,16,28,95,4
8109,*,24,60,*
8109,7,30,66,0
8109,10,12,32,0
8109,11,9,57,4
8109,*,17,58,*
8109,*,17,42,*
8109,*,14,48,*
8109,*,10,37,*
8109,16,29,81,5
8109,0,*,*,4
8109,*,*,60,18
8109,*,0,24,*
8109,*,*,25,6
8109,*,0,9,*
8109,*,*,33,6
8109,*,*,29,7
8109,*,*,23,*
8109,5,*,15,*
8109,*,15,35,*
8109,4,4,58,21
8109,*,*,16,0
8109,*,*,20,0
8109,0,0,0,0
8109,0,0,7,6
8109,0,4,17,9
8109,*,12,30,*
8109,5,4,41,17
8109,15,30,167,33
8109,*,*,37,17
8109,5,4,21,10
8109,*,29,89,*
8109,*,25,75,*
8109,*,37,97,*
8109,*,28,71,*
8109,*,0,*,0
8109,0,*,9,*
8109,0,0,0,0
8109,*,*,83,27
8109,*,*,26,4
8109,8,13,72,9
8109,*,*,23,7
8109,*,*,12,7
8109,*,0,12,*
8109,0,0,11,12
8109,*,13,77,*
8109,*,*,25,8
8109,*,*,7,*
8109,0,0,0,0
8109,0,0,6,4
8109,0,0,4,8
8109,*,*,20,4
8109,*,*,38,14
8109,0,0,7,4
8109,*,*,11,7
8109,*,0,11,*
8109,0,0,7,6
8109,0,*,38,*
8109,*,*,25,6
8109,*,*,55,18
8109,0,0,5,5
8109,*,0,18,*
8109,*,*,13,9
8109,0,0,*,*
8109,6,*,*,23
8109,0,0,0,0
8109,*,*,19,*
8109,*,*,24,*
8109,*,*,24,*
8109,*,*,20,*
8109,0,*,18,*
8109,0,*,7,*
8109,0,*,5,*
8109,0,0,*,*
8109,0,0,*,*
8109,7,7,78,45
8109,4,4,31,7
8109,*,*,23,*
8109,*,*,11,*
8109,0,*,12,*
8109,5,*,78,*
8109,0,0,8,6
8109,0,*,*,14
8109,0,*,*,16
8109,*,0,*,9
8109,0,0,20,9
8109,*,*,8,*
8109,*,*,12,*
8109,4,9,60,28
8109,*,*,47,14
8109,*,*,25,12
8109,*,*,54,15
8109,*,*,17,5
8109,0,*,0,*
8109,*,*,46,20
8109,*,*,37,15
8109,*,0,11,*
8109,*,*,43,28
8109,*,*,41,16
8109,*,*,22,11
8109,4,10,47,16
8109,0,*,*,10
8109,5,6,66,29
8109,7,*,*,24
8109,0,*,0,*
8109,0,*,13,*
8109,7,7,*,*
8109,12,19,159,54
8109,0,0,*,*
8109,*,*,17,*
8109,*,*,47,*
8109,*,*,*,*
8109,*,*,*,*
8109,*,*,16,7
8109,6,6,42,13
8109,*,*,41,11
8109,*,*,31,11
8109,*,*,30,15
8109,*,11,33,*
8109,*,20,134,*
8109,0,0,6,4
8109,*,7,40,*
8109,*,8,61,*
8109,*,*,27,*
8109,*,*,18,*
8109,*,*,38,9
8109,*,*,27,9
8109,*,*,43,7
8109,*,*,24,10
8109,*,*,24,15
8110,*,*,46,12
8110,*,*,25,9
8110,*,*,29,*
8110,*,*,40,11
8110,*,*,18,6
8110,*,*,20,4
8110,*,0,30,*
8110,5,7,60,13
8110,*,*,62,15
8110,4,9,78,7
8110,5,7,81,24
8110,6,14,68,16
8110,0,0,*,*
8110,9,12,53,14
8110,9,15,99,15
8110,*,*,47,7
8110,*,*,11,9
8110,0,0,10,6
8110,*,5,25,*
8110,5,12,74,8
8110,0,0,0,0
8110,0,0,0,0
8110,11,9,81,20
8110,0,0,*,*
8110,15,19,110,20
8110,11,25,111,16
8110,8,9,65,19
8110,*,*,49,13
8110,4,6,34,7
8110,*,*,45,6
8110,10,10,78,10
8110,5,4,29,6
8110,*,*,23,8
8110,9,6,51,10
8110,9,9,72,13
8110,*,*,33,5
8110,*,*,48,13
8110,*,*,44,15
8110,*,*,48,12
8110,*,*,7,*
8110,*,12,55,*
8110,6,*,43,*
8110,7,5,55,12
8110,*,*,52,23
8110,*,*,47,12
8110,*,*,32,9
8110,*,4,27,*
8110,*,*,11,*
8110,*,*,36,14
8110,4,6,38,13
8110,45,7,222,138
8110,*,*,25,4
8110,6,21,157,47
8110,7,9,47,10
8110,*,*,44,12
8110,4,8,38,8
8110,*,*,33,12
8110,*,*,31,11
8110,*,*,18,5
8110,*,*,16,8
8110,7,10,108,26
8110,*,7,25,*
8110,*,*,32,10
8110,*,*,17,8
8110,0,0,10,4
8110,*,*,17,*
8110,*,*,44,16
8110,*,*,59,11
8110,*,*,46,18
8110,*,*,33,12
8110,*,*,19,6
8110,7,13,61,19
8110,*,0,20,*
8110,0,0,0,0
8110,0,*,20,*
8110,*,*,50,10
8110,*,*,36,15
8110,*,*,36,9
8110,*,*,26,12
8110,*,*,19,9
8110,*,*,51,17
8110,*,*,20,10
8110,0,0,15,6
8110,*,*,36,7
8110,*,*,23,6
8110,*,0,7,*
8110,0,*,12,*
8110,*,*,9,*
8110,0,*,26,*
8110,6,4,70,18
8110,*,*,13,0
8110,*,*,23,16
8110,*,*,29,9
8110,*,*,15,11
8110,*,*,47,10
8110,0,5,18,7
8110,*,*,43,7
8110,*,*,45,14
8110,*,*,23,8
8110,*,*,39,8
8110,*,*,24,4
8110,*,0,18,*
8110,*,*,16,5
8110,*,*,12,9
8110,*,*,10,7
8110,*,*,20,14
8110,*,*,37,16
8110,0,4,23,14
8110,*,*,36,6
8110,0,0,5,13
8110,*,0,12,*
8110,0,*,8,*
8110,*,*,34,9
8110,0,5,19,8
8110,0,0,8,6
8110,*,0,10,*
8110,*,0,20,*
8110,*,*,17,11
8110,0,0,*,*
8110,*,7,34,*
8110,*,*,32,8
8110,*,*,24,8
8110,0,5,23,9
8110,4,4,27,5
8110,*,*,22,12
8110,0,*,12,*
8110,*,*,37,7
8110,4,*,29,*
8110,0,5,24,10
8110,*,*,21,9
8110,4,4,49,15
8110,0,*,28,*
8110,*,*,21,9
8110,*,*,14,9
8110,0,0,*,*
8110,*,*,33,13
8110,0,*,32,*
8110,*,*,57,12
8110,*,*,30,8
8110,*,*,30,11
8110,*,*,19,7
8110,*,*,29,8
8110,*,*,53,13
8110,*,*,32,9
8110,*,*,21,8
8110,*,*,8,6
8110,0,0,0,0
8110,17,41,293,47
8110,*,4,27,*
8110,0,*,33,*
8110,0,*,27,*
8110,*,*,11,4
8110,4,18,72,24
8110,7,10,73,25
8110,5,9,80,25
8110,*,*,68,21
8110,*,*,53,12
8110,*,*,37,13
8110,*,*,53,9
8110,*,7,54,*
8110,6,5,58,8
8110,7,14,64,8
8110,0,*,53,*
8110,*,9,97,*
8110,6,8,66,10
8110,*,*,41,4
8110,*,*,35,12
8110,*,4,40,*
8110,4,11,38,8
8110,*,5,75,*
8110,6,*,60,*
8110,*,7,70,*
8110,4,8,77,4
8110,*,11,57,*
8110,*,*,50,16
8110,9,8,57,17
8110,*,*,60,9
8110,0,0,*,*
8110,*,*,23,17
8110,0,4,28,10
8110,*,*,22,7
8110,0,0,*,*
8110,9,*,72,*
8110,*,*,49,24
8110,21,20,147,22
8110,8,14,66,25
8110,*,*,16,9
8110,*,*,39,23
8110,*,*,64,29
8110,5,5,61,25
8110,9,6,62,8
8110,11,9,59,8
8110,6,11,58,8
8110,*,*,33,17
8110,0,*,8,*
8110,7,4,37,7
8110,*,*,38,5
8110,*,*,44,13
8110,6,4,76,12
8110,5,19,81,7
8110,4,6,44,13
8110,*,*,28,16
8110,8,11,79,9
8110,*,7,67,*
8110,4,12,48,11
8110,14,9,77,19
8110,*,*,40,9
8110,*,*,44,8
8110,4,6,44,14
8110,7,8,41,11
8110,*,*,48,11
8110,*,*,33,6
8110,0,0,30,19
8110,*,*,50,16
8110,*,12,51,*
8110,*,9,31,*
8110,45,101,458,36
8110,*,*,42,17
8110,4,9,43,17
8110,0,0,0,0
8110,5,5,43,25
8110,*,6,27,*
8110,4,5,48,18
8110,*,*,59,15
8110,4,8,51,9
8110,9,7,39,14
8110,5,8,57,21
8110,0,0,0,0
8110,*,*,28,10
8110,6,6,40,10
8110,5,8,63,17
8110,4,4,42,19
8110,0,8,60,11
8110,*,*,54,13
8110,8,4,42,12
8110,*,*,61,12
8110,*,*,39,18
8110,*,*,14,10
8110,*,*,45,16
8110,4,13,59,23
8110,*,*,37,16
8110,*,*,30,15
8110,9,7,75,26
8110,*,*,51,13
8110,*,*,33,19
8110,0,0,0,0
8110,*,*,39,10
8110,*,*,33,12
8110,*,*,27,14
8110,*,*,40,12
8110,*,*,40,10
8110,4,6,31,13
8110,0,*,45,*
8110,*,*,32,12
8110,*,*,30,20
8110,*,*,36,11
8110,4,5,45,13
8110,*,*,50,15
8110,*,*,27,6
8110,*,*,51,14
8110,*,*,32,22
8110,*,*,31,14
8110,*,*,27,13
8110,5,5,32,15
8110,*,*,44,16
8110,*,*,41,14
8110,*,0,48,*
8110,*,*,11,13
8110,*,*,13,14
8110,0,*,21,*
8110,0,*,19,*
8110,*,*,28,18
8110,*,*,32,13
8110,7,8,61,15
8110,*,*,32,21
8110,4,8,38,17
8110,5,8,44,5
8110,5,8,55,9
8110,*,*,45,4
8110,*,22,69,*
8110,*,*,26,22
8110,*,*,37,10
8110,4,12,43,12
8110,17,25,148,23
8110,5,4,54,24
8110,26,47,194,15
8110,28,39,195,11
8110,11,30,158,16
8110,*,*,33,14
8110,*,*,51,15
8110,*,*,42,16
8110,*,*,37,9
8110,0,*,21,*
8110,*,*,43,21
8110,0,0,0,0
8110,0,6,50,4
8110,*,*,47,4
8110,5,*,56,*
8110,*,*,48,5
8110,6,7,48,5
8110,*,*,40,5
8110,4,4,46,5
8110,*,5,36,*
8110,4,4,41,4
8110,0,*,34,*
8110,8,7,53,13
8110,5,9,45,9
8110,*,8,58,*
8110,*,*,45,8
8110,6,4,44,6
8110,20,36,155,4
8110,8,17,54,6
8110,*,13,56,*
8110,7,5,39,0
8110,*,16,32,*
8110,6,17,87,10
8110,11,25,95,9
8110,11,28,114,4
8110,20,42,179,18
8110,5,9,42,5
8110,73,82,829,102
8110,*,*,63,9
8110,*,*,60,5
8110,4,7,74,10
8110,7,5,78,10
8110,*,0,34,*
8110,4,4,30,8
8110,*,*,16,7
8110,*,*,*,*
8110,5,6,21,5
8110,*,11,44,*
8110,9,23,73,12
8110,7,16,71,9
8110,8,4,35,5
8110,4,7,36,6
8110,*,*,11,0
8110,15,31,90,14
8110,*,*,28,*
8110,0,*,14,*
8110,5,*,14,*
8110,7,8,49,9
8110,5,10,37,7
8110,4,11,22,9
8110,*,9,31,*
8110,*,8,28,*
8110,4,8,23,7
8110,4,5,27,12
8110,6,6,37,10
8110,6,7,49,9
8110,7,11,57,20
8110,4,6,53,15
8110,36,71,228,22
8110,*,27,77,*
8110,7,8,63,12
8110,7,9,45,6
8110,9,8,48,9
8110,0,*,*,0
8110,5,10,69,16
8110,*,*,46,15
8110,6,12,107,25
8110,10,23,144,26
8110,12,14,97,29
8110,10,20,113,20
8110,6,16,74,27
8110,8,14,67,22
8110,5,10,64,15
8110,8,13,82,19
8110,11,7,77,24
8110,5,10,42,14
8110,9,16,74,22
8110,9,8,51,19
8110,10,19,64,15
8110,*,*,44,14
8110,6,10,46,12
8110,0,8,35,9
8110,9,12,70,14
8110,*,*,21,5
8110,7,7,70,11
8110,5,13,62,16
8110,6,7,56,12
8110,11,12,59,15
8110,*,8,36,*
8110,9,13,78,11
8110,0,*,16,*
8110,4,11,48,26
8110,*,*,58,21
8110,11,6,52,15
8110,7,14,54,10
8110,*,*,14,12
8110,*,*,39,5
8110,*,*,38,11
8110,4,4,42,17
8110,6,17,70,8
8110,0,4,24,9
8110,*,*,24,7
8110,0,5,50,15
8110,*,*,15,6
8110,*,*,21,10
8110,7,15,62,15
8110,*,10,52,*
8110,*,*,22,8
8110,*,*,14,0
8110,5,9,39,11
8110,0,*,16,*
8110,5,10,66,11
8110,5,5,42,12
8110,9,9,65,7
8110,6,6,53,16
8110,*,*,21,5
8110,*,*,14,*
8110,*,*,10,4
8110,*,*,37,7
8110,6,6,35,9
8110,0,*,16,*
8110,*,*,45,4
8110,6,7,48,13
8110,*,*,19,4
8110,6,8,54,6
8110,4,4,34,10
8110,*,0,16,*
8110,5,*,14,*
8110,7,11,90,16
8110,0,*,25,*
8110,8,11,102,20
8110,12,20,108,24
8110,*,*,50,17
8110,*,*,18,6
8110,7,21,135,38
8110,*,7,38,*
8110,*,*,31,*
8110,*,*,20,10
8110,7,6,50,4
8110,*,*,14,5
8110,*,*,47,15
8110,4,5,56,15
8110,8,16,62,18
8110,11,13,59,16
8110,0,9,50,12
8110,0,0,0,0
8110,0,0,0,0
8110,*,*,38,15
8110,9,5,54,6
8110,7,9,50,17
8110,8,13,59,15
8110,8,16,54,15
8110,5,10,45,8
8110,7,11,63,16
8110,8,7,56,14
8110,9,14,62,14
8110,*,*,42,13
8110,7,13,74,23
8110,5,7,54,15
8110,9,8,54,13
8110,*,*,58,18
8110,0,0,0,0
8110,12,11,85,15
8110,*,*,33,11
8110,*,*,25,9
8110,5,14,68,18
8110,4,8,59,19
8110,7,11,59,11
8110,5,13,53,11
8110,69,61,435,36
8110,9,8,53,13
8110,6,17,65,15
8110,6,9,54,13
8110,13,11,87,17
8110,*,*,53,25
8110,4,9,40,19
8110,8,11,64,14
8110,7,12,46,11
8110,6,11,49,12
8110,6,10,53,12
8110,0,5,18,4
8110,10,11,67,10
8110,5,14,39,18
8110,8,13,55,14
8110,8,5,48,7
8110,7,13,48,17
8110,*,13,57,*
8110,6,11,57,19
8110,0,0,15,6
8110,8,17,58,15
8110,5,5,47,15
8110,*,*,15,10
8110,5,6,60,9
8110,*,*,48,13
8110,5,6,47,14
8110,4,4,22,14
8110,5,9,48,14
8110,8,11,61,13
8110,*,*,31,12
8110,*,*,50,8
8110,*,7,34,*
8110,5,11,28,9
8110,6,9,48,15
8110,0,0,0,0
8110,*,*,34,10
8110,4,5,34,9
8110,4,4,27,8
8110,*,6,41,*
8110,0,7,31,10
8110,4,8,41,7
8110,*,*,13,7
8110,*,*,28,9
8110,*,*,30,10
8110,7,4,23,7
8110,5,5,39,6
8110,8,10,49,7
8110,5,13,41,12
8110,*,*,37,12
8110,6,7,51,19
8110,8,10,51,17
8110,5,11,56,14
8110,4,6,50,11
8110,*,*,38,16
8110,6,4,35,6
8110,*,*,31,5
8110,6,21,60,18
8110,6,14,64,21
8110,7,13,55,10
8110,23,40,253,51
8110,13,22,144,25
8110,15,21,112,29
8110,7,12,85,19
8110,8,10,68,13
8110,7,10,73,10
8110,*,0,7,*
8110,7,15,60,12
8110,8,18,88,28
8110,*,*,53,13
8110,*,0,11,*
8110,7,8,49,14
8110,*,*,24,7
8110,*,*,35,6
8110,*,5,38,*
8110,*,*,10,6
8110,6,9,66,14
8110,*,*,38,8
8110,13,14,88,15
8110,*,*,42,24
8110,4,6,59,19
8110,14,20,119,19
8110,8,12,102,26
8110,*,*,84,18
8110,6,7,79,15
8110,10,23,110,23
8110,*,*,48,18
8110,4,11,64,14
8110,*,*,57,27
8110,*,*,53,32
8110,8,11,65,4
8110,4,13,61,18
8110,4,7,41,7
8110,*,5,37,*
8110,*,8,34,*
8110,*,9,39,*
8110,5,*,47,*
8110,6,6,34,6
8110,0,*,*,0
8110,*,*,46,4
8110,0,*,15,*
8110,0,*,41,*
8110,*,5,44,*
8110,*,6,52,*
8110,0,*,9,*
8110,*,*,28,0
8110,*,4,46,*
8110,*,8,50,*
8110,*,6,44,*
8110,*,6,31,*
8110,*,*,34,*
8110,8,20,99,117
8110,8,15,92,6
8110,*,*,71,16
8110,0,11,32,17
8110,*,5,33,*
8110,6,7,76,25
8110,*,*,41,14
8110,*,*,*,*
8110,*,7,37,*
8110,6,11,55,7
8110,5,11,91,26
8110,4,7,27,0
8110,14,23,188,68
8110,5,7,45,17
8110,4,5,46,20
8110,5,10,110,48
8110,*,*,24,9
8110,24,37,213,48
8110,10,21,91,25
8110,*,*,78,23
8110,*,*,54,17
8110,*,*,17,12
8110,*,*,69,20
8110,*,*,68,17
8110,59,39,248,9
8110,8,6,25,0
8110,4,*,15,*
8110,*,*,9,0
8110,4,*,12,*
8110,*,*,22,0
8110,*,7,24,*
8110,6,7,53,7
8110,4,8,51,21
8110,*,*,40,8
8110,7,5,38,13
8110,*,*,46,20
8110,5,11,58,12
8110,*,4,53,*
8110,4,7,47,6
8110,*,*,48,7
8110,4,11,45,11
8110,*,*,20,0
8110,*,*,40,18
8110,6,11,64,14
8110,9,16,143,18
8110,*,*,24,*
8110,*,8,79,*
8110,4,12,83,8
8110,4,6,57,12
8110,7,4,88,17
8110,6,11,85,20
8110,5,5,52,15
8110,*,*,29,5
8110,4,6,50,20
8110,*,*,38,10
8110,*,*,13,5
8110,0,0,25,5
8110,5,6,30,17
8110,*,*,26,19
8110,9,18,122,38
8110,*,*,39,16
8110,*,4,12,*
