COMUNA,EDAD_0A5,EDAD_6A14,EDAD_15A64,EDAD_65YMAS
7201,*,*,33,12
7201,5,8,32,13
7201,4,9,31,11
7201,*,*,22,12
7201,*,*,40,16
7201,*,*,23,10
7201,6,8,50,19
7201,*,*,42,24
7201,*,16,52,*
7201,*,*,44,55
7201,*,*,25,12
7201,*,*,36,17
7201,*,*,44,14
7201,5,11,59,13
7201,*,6,10,*
7201,*,7,31,*
7201,0,4,23,11
7201,0,0,0,0
7201,*,*,25,9
7201,*,*,8,6
7201,4,6,31,4
7201,0,*,20,*
7201,9,12,91,24
7201,8,16,85,49
7201,*,*,50,16
7201,0,0,19,10
7201,4,6,27,7
7201,*,*,25,9
7201,5,5,33,16
7201,0,*,21,*
7201,0,*,10,*
7201,*,*,29,10
7201,*,*,15,6
7201,*,*,31,15
7201,4,7,38,24
7201,6,14,44,26
7201,6,14,99,37
7201,*,*,39,13
7201,6,7,43,17
7201,*,*,12,*
7201,8,17,84,16
7201,7,11,86,12
7201,*,11,59,*
7201,5,13,56,7
7201,*,10,48,*
7201,*,11,40,*
7201,0,*,14,*
7201,25,18,109,12
7201,11,36,105,6
7201,9,16,66,14
7201,4,6,46,8
7201,15,20,67,8
7201,14,7,64,7
7201,5,*,9,*
7201,*,11,30,*
7201,7,12,29,5
7201,*,*,16,0
7201,*,4,12,*
7201,94,135,608,83
7201,5,4,45,7
7201,9,13,79,16
7201,11,17,88,23
7201,*,*,33,13
7201,48,98,435,67
7201,4,4,46,13
7201,*,*,38,15
7201,*,*,43,19
7201,*,0,28,*
7201,*,*,25,16
7201,4,7,42,5
7201,*,*,34,20
7201,4,16,47,4
7201,4,6,38,17
7201,10,17,46,5
7201,9,*,43,*
7201,*,5,18,*
7201,12,13,34,0
7201,32,57,268,30
7201,6,*,44,*
7201,*,9,51,*
7201,14,22,98,21
7201,*,*,11,11
7201,4,12,52,12
7201,8,7,51,8
7201,6,7,68,16
7201,4,11,59,10
7201,4,13,51,15
7201,4,4,33,15
7201,18,12,97,15
7201,15,31,113,22
7201,*,20,53,*
7201,14,16,42,6
7201,*,*,45,9
7201,0,*,9,*
7201,21,31,120,20
7201,5,8,49,8
7201,*,*,31,10
7201,46,68,273,53
7201,*,6,13,*
7201,10,22,102,7
7201,*,0,14,*
7201,9,29,144,58
7201,*,*,95,43
7201,*,9,26,*
7201,0,0,0,0
7201,0,*,10,*
7201,*,*,105,28
7201,*,18,51,*
7201,*,0,14,*
7201,*,*,28,12
7201,*,*,27,19
7201,*,*,7,*
7201,0,*,*,6
7201,*,*,41,18
7201,0,*,*,8
7201,*,*,0,*
7201,*,*,14,*
7201,*,*,14,*
7201,*,*,0,*
7201,*,*,46,21
7201,*,*,8,*
7201,*,*,6,*
7201,9,14,67,11
7201,0,*,*,0
7201,28,54,207,37
7201,*,8,18,*
7201,*,*,11,*
7201,*,*,18,*
7201,*,11,37,*
7201,*,8,24,*
7201,0,*,12,*
7201,*,*,7,*
7201,0,0,6,6
7201,*,6,19,*
7201,8,12,43,9
7201,*,*,15,4
7201,0,*,*,5
7201,0,*,10,*
7201,*,0,15,*
7201,*,*,26,6
7201,0,0,*,*
7201,*,*,43,8
7201,*,*,39,9
7201,5,*,19,*
7201,*,7,21,*
7201,*,*,9,*
7201,0,4,19,4
7201,0,0,0,0
7201,0,0,0,0
7201,5,5,33,11
7201,0,*,*,0
7201,0,*,*,8
7201,0,0,*,*
7201,0,*,7,*
7201,0,*,*,9
7201,*,*,*,4
7201,*,0,6,*
7201,*,*,*,*
7201,0,*,12,*
7201,*,*,28,11
7201,29,83,770,97
7202,0,0,0,0
7202,0,*,20,*
7202,*,*,22,17
7202,4,0,19,12
7202,*,0,13,*
7202,*,*,27,6
7202,0,0,0,0
7202,*,*,28,8
7202,12,11,115,33
7202,10,12,79,13
7202,*,11,51,*
7202,6,9,51,20
7202,*,*,12,0
7202,*,*,22,4
7202,*,*,11,5
7202,9,*,38,*
7202,5,15,82,28
7202,7,4,39,15
7202,31,32,216,43
7202,9,5,41,9
7202,5,5,47,9
7202,*,*,31,11
7202,0,*,9,*
7202,0,*,12,*
7202,0,0,0,0
7202,0,*,*,10
7202,*,0,0,*
7202,0,0,0,0
7202,*,0,8,*
7202,0,6,24,11
7202,*,*,8,*
7202,10,17,72,25
7202,4,*,18,*
7202,*,*,10,*
7202,*,*,19,8
7202,*,*,23,9
7202,19,36,198,44
7202,*,*,9,*
7202,*,12,51,*
7202,0,6,13,7
7202,0,*,22,*
7202,9,13,68,16
7202,10,12,71,8
7202,*,5,18,*
7202,5,7,34,13
7202,*,12,35,*
7202,*,4,7,*
7202,*,0,7,*
7202,*,*,37,*
7202,*,*,10,*
7202,*,5,14,*
7202,*,9,55,*
7202,*,*,18,*
7202,0,0,11,0
7202,5,4,23,6
7202,7,8,65,14
7202,*,*,*,*
7202,14,20,105,19
7202,10,16,50,13
7202,*,9,37,*
7202,11,10,76,15
7202,0,*,*,8
7202,0,0,0,0
7202,*,*,16,5
7202,*,*,348,79
7202,*,*,41,11
7202,*,*,35,10
7202,*,*,6,4
7202,4,8,42,12
7202,*,*,21,9
7202,5,6,51,14
7202,0,*,11,*
7202,9,14,83,22
7202,6,11,49,8
7202,*,*,46,17
7202,*,*,31,8
7202,*,*,26,*
7202,*,*,14,*
7202,0,0,0,0
7202,0,*,10,*
7202,0,*,20,*
7202,6,*,46,*
7202,0,*,7,*
7202,0,0,0,0
7202,28,41,221,29
7202,*,4,10,*
7202,*,27,111,*
7202,*,*,24,14
7202,8,8,54,10
7202,4,8,24,9
7202,*,*,39,19
7202,*,*,31,8
7202,7,14,78,21
7202,*,*,14,*
7202,*,5,9,*
7202,16,28,143,22
7202,0,0,21,5
7202,80,151,587,102
7202,*,*,14,7
7202,*,*,23,9
7202,10,13,83,34
7202,*,*,24,9
7202,4,11,24,12
7202,*,*,7,*
7202,14,21,137,17
7202,*,*,31,6
7202,4,*,28,*
7202,4,8,39,8
7202,13,21,110,7
7202,*,18,46,*
7202,4,11,25,5
7202,4,*,19,*
7202,10,5,55,6
7202,*,*,60,22
7202,7,13,103,34
7202,*,*,28,5
7202,*,*,29,12
7202,*,*,31,9
7202,*,*,18,6
7202,*,9,41,*
7202,9,*,59,*
7202,0,*,7,*
7202,*,*,12,*
7202,*,*,8,*
7202,4,14,45,15
7202,6,5,41,16
7202,6,7,39,10
7202,5,7,42,15
7202,0,0,0,0
7202,0,*,10,*
7202,0,*,9,*
7202,*,6,9,*
7202,*,0,11,*
7202,*,0,11,*
7202,*,5,21,*
7203,0,0,0,0
7203,0,0,0,0
7203,0,0,*,*
7203,0,0,*,*
7203,0,*,33,*
7203,0,*,11,*
7203,6,10,27,0
7203,*,4,12,*
7203,16,30,59,4
7203,41,46,190,31
7203,0,0,12,5
7203,0,0,0,0
7203,0,0,0,0
7203,0,0,0,0
7203,*,*,7,0
7203,0,0,0,0
7203,*,4,5,*
7203,0,0,*,*
7203,*,*,14,6
7203,0,0,9,4
7203,*,*,29,16
7203,*,*,37,18
7203,*,*,5,*
7203,*,*,7,*
7203,*,*,36,7
7203,0,*,10,*
7203,6,12,55,13
7203,*,*,18,17
7203,0,0,17,8
7203,0,0,0,0
7203,0,0,0,0
7203,0,0,0,0
7203,0,*,15,*
7203,23,36,92,20
7203,7,8,16,0
7203,*,*,12,*
7203,*,*,9,0
7203,0,0,14,4
7203,0,0,*,*
7203,*,*,8,*
7203,4,7,43,5
7203,*,*,22,12
7203,4,4,19,7
7203,*,0,8,*
7203,*,*,21,5
7203,*,*,13,6
7203,0,*,14,*
7203,*,0,9,*
7203,5,6,34,12
7203,*,*,24,*
7203,10,14,72,20
7203,*,4,18,*
7203,*,*,32,0
7203,6,7,60,20
7203,*,0,*,0
7203,*,5,12,*
7203,*,*,17,*
7203,*,4,28,*
7203,*,*,10,0
7203,*,*,23,4
7203,*,11,39,*
7203,0,0,0,0
7203,*,*,29,7
7203,0,8,14,4
7203,0,0,0,0
7203,0,0,0,0
7203,0,0,0,0
7203,*,0,*,5
7203,17,27,98,22
7203,*,*,6,*
7203,6,14,62,20
7203,*,*,16,*
7203,0,0,0,0
7203,0,0,*,*
7203,*,*,25,4
7203,*,*,31,21
7203,10,17,93,25
7203,16,6,71,17
7203,*,*,8,*
7203,*,*,23,10
7203,*,*,11,8
7203,5,6,50,15
7203,*,*,12,6
7203,*,4,32,*
7203,0,0,9,7
7203,0,*,*,9
7203,*,4,*,4
7203,0,0,0,0
7203,*,*,12,6
7203,*,*,23,8
7203,6,13,56,7
7203,*,*,23,*
7203,*,*,10,*
7203,0,*,9,*
7203,*,*,*,*
7203,*,*,*,*
7203,0,*,12,*
7203,*,*,0,0
7203,*,*,21,12
7203,*,*,26,14
7203,*,*,16,9
7203,*,*,15,*
7203,*,*,7,*
7203,*,*,24,23
7203,*,*,27,13
7203,0,4,13,7
7203,0,*,15,*
7203,10,23,96,13
7203,9,13,68,22
7203,*,*,35,4
7203,0,0,5,9
7203,12,13,80,8
7203,0,*,12,*
7203,0,0,6,6
7203,*,*,43,14
7203,15,45,122,20
7203,*,6,10,*
7203,0,*,16,*
7203,0,0,9,4
7203,12,15,85,6
7203,11,21,76,16
7203,17,22,126,40
7203,8,8,75,17
7203,*,*,108,22
7203,*,*,15,6
7203,6,8,41,5
7203,*,10,32,*
7203,*,7,32,*
7203,0,*,6,*
7203,0,0,*,*
7203,11,18,82,18
7203,0,*,*,8
7203,25,24,192,38
7203,8,15,73,11
7203,17,15,102,36
7203,12,12,88,19
7203,*,*,31,9
7203,*,*,14,12
7203,*,*,63,19
7203,*,*,18,9
7203,*,*,23,9
7203,0,4,16,9
7203,6,*,74,*
7203,45,72,383,100
7203,21,26,137,41
7203,0,*,11,*
7203,9,16,63,13
7301,0,5,44,12
7301,*,*,16,*
7301,0,*,13,*
7301,*,0,7,*
7301,*,*,31,9
7301,5,6,50,9
7301,*,*,25,18
7301,*,*,*,*
7301,*,*,60,14
7301,*,0,40,*
7301,0,0,10,7
7301,*,*,7,6
7301,*,*,63,9
7301,*,*,30,7
7301,*,*,61,26
7301,*,0,*,74
7301,*,*,23,9
7301,*,*,12,4
7301,5,0,38,11
7301,0,*,22,*
7301,0,*,15,*
7301,*,*,8,7
7301,*,*,*,*
7301,*,0,*,14
7301,0,0,8,7
7301,*,*,15,4
7301,0,*,47,*
7301,0,*,45,*
7301,*,*,27,6
7301,*,*,29,6
7301,*,*,29,18
7301,0,*,9,*
7301,*,0,33,*
7301,0,0,20,4
7301,*,*,23,11
7301,*,*,25,16
7301,0,0,11,6
7301,0,*,14,*
7301,5,0,34,10
7301,15,8,30,17
7301,28,60,268,34
7301,4,5,72,8
7301,5,6,74,7
7301,*,*,66,12
7301,5,8,74,7
7301,*,*,71,12
7301,7,11,77,4
7301,8,11,64,6
7301,*,14,67,*
7301,*,11,73,*
7301,8,9,62,5
7301,36,69,359,43
7301,6,17,49,0
7301,14,12,66,4
7301,*,13,48,*
7301,85,95,567,39
7301,4,0,14,0
7301,4,6,40,4
7301,*,7,22,*
7301,36,52,225,9
7301,7,21,125,4
7301,8,6,79,8
7301,5,20,130,16
7301,13,11,50,0
7301,*,*,9,0
7301,*,*,20,0
7301,12,18,96,9
7301,13,*,30,*
7301,8,*,23,*
7301,*,*,24,*
7301,8,6,38,4
7301,*,10,36,*
7301,4,17,49,5
7301,10,*,43,*
7301,0,0,0,0
7301,9,*,34,*
7301,8,7,36,4
7301,7,*,26,*
7301,*,5,25,*
7301,*,*,13,0
7301,6,*,*,0
7301,0,*,14,*
7301,*,*,17,0
7301,7,9,47,6
7301,4,7,24,0
7301,*,*,19,*
7301,25,47,175,14
7301,0,8,40,4
7301,*,8,35,*
7301,5,*,29,*
7301,7,*,46,*
7301,7,*,50,*
7301,*,15,40,*
7301,5,*,44,*
7301,*,13,45,*
7301,*,8,32,*
7301,*,13,40,*
7301,4,4,26,4
7301,*,*,28,0
7301,*,8,28,*
7301,0,*,24,*
7301,5,9,38,5
7301,*,9,40,*
7301,*,11,45,*
7301,5,4,39,0
7301,143,232,943,84
7301,31,37,166,13
7301,*,*,16,0
7301,19,17,82,0
7301,5,6,37,0
7301,*,14,44,*
7301,56,84,353,20
7301,*,14,75,*
7301,43,41,148,16
7301,*,12,47,*
7301,4,9,33,0
7301,*,*,11,0
7301,*,*,12,0
7301,*,*,6,*
7301,*,*,11,0
7301,*,0,*,0
7301,94,86,467,26
7301,6,4,61,10
7301,*,9,60,*
7301,*,9,47,*
7301,*,5,44,*
7301,*,14,86,*
7301,*,6,27,*
7301,0,*,26,*
7301,*,*,32,5
7301,*,*,39,5
7301,46,46,188,6
7301,4,4,59,5
7301,*,20,97,*
7301,*,*,26,*
7301,6,4,46,6
7301,7,9,54,6
7301,8,13,108,21
7301,8,6,51,19
7301,9,11,50,23
7301,*,*,84,25
7301,4,11,59,19
7301,0,*,16,*
7301,0,7,59,25
7301,6,16,111,23
7301,11,*,31,*
7301,*,17,73,*
7301,*,8,75,*
7301,0,6,37,4
7301,*,13,46,*
7301,*,21,55,*
7301,*,14,39,*
7301,9,8,31,0
7301,*,15,49,*
7301,*,14,66,*
7301,6,*,19,*
7301,0,0,8,6
7301,70,125,563,33
7301,14,26,156,18
7301,0,*,13,*
7301,*,16,51,*
7301,9,6,53,6
7301,5,13,54,6
7301,*,10,61,*
7301,*,9,44,*
7301,17,27,145,15
7301,*,*,24,4
7301,*,*,22,4
7301,*,*,32,0
7301,*,11,53,*
7301,16,23,110,6
7301,*,11,55,*
7301,*,*,40,*
7301,0,5,38,10
7301,5,8,68,4
7301,7,9,72,6
7301,17,42,194,32
7301,*,*,24,4
7301,12,9,52,0
7301,4,7,39,10
7301,10,14,75,5
7301,14,37,160,13
7301,14,27,158,15
7301,*,0,18,*
7301,*,*,22,4
7301,0,*,23,*
7301,*,*,24,6
7301,*,*,32,4
7301,4,*,19,*
7301,11,12,47,0
7301,*,*,27,6
7301,6,9,42,4
7301,*,9,32,*
7301,*,*,33,6
7301,*,*,27,7
7301,0,*,13,*
7301,*,*,20,9
7301,0,*,23,*
7301,*,*,22,6
7301,*,*,22,7
7301,13,*,49,*
7301,23,26,222,64
7301,0,5,34,8
7301,*,*,21,6
7301,*,*,29,10
7301,0,0,31,6
7301,*,*,12,7
7301,*,*,19,10
7301,*,13,52,*
7301,8,*,33,*
7301,*,6,31,*
7301,6,*,56,*
7301,10,4,30,0
7301,7,5,36,0
7301,*,*,45,0
7301,5,9,25,0
7301,*,*,19,*
7301,5,4,27,0
7301,0,5,12,0
7301,*,*,*,*
7301,*,*,26,0
7301,5,*,22,*
7301,12,11,36,0
7301,0,*,*,0
7301,0,*,26,*
7301,6,7,27,0
7301,8,5,24,0
7301,9,4,22,0
7301,*,5,22,*
7301,*,*,23,0
7301,6,5,28,0
7301,5,9,31,0
7301,*,10,33,*
7301,6,10,36,0
7301,*,*,13,0
7301,*,*,13,*
7301,*,*,16,0
7301,*,*,14,*
7301,9,*,20,*
7301,*,*,18,0
7301,7,*,26,*
7301,4,*,14,*
7301,*,*,41,0
7301,14,16,39,0
7301,*,9,33,*
7301,106,116,519,8
7301,9,*,38,*
7301,8,6,34,0
7301,8,*,35,*
7301,9,6,34,0
7301,8,4,44,4
7301,13,*,44,*
7301,*,9,34,*
7301,9,11,38,0
7301,4,5,18,0
7301,*,9,21,*
7301,4,4,22,0
7301,*,*,28,0
7301,*,8,36,*
7301,*,7,23,*
7301,7,*,29,*
7301,5,7,28,0
7301,*,*,9,*
7301,15,9,38,0
7301,*,*,26,0
7301,7,5,26,0
7301,40,41,205,9
7301,*,9,45,*
7301,*,15,47,*
7301,*,9,26,*
7301,*,13,39,*
7301,9,8,37,0
7301,11,15,42,0
7301,*,13,41,*
7301,12,13,46,0
7301,*,11,48,*
7301,9,*,40,*
7301,12,13,39,0
7301,11,14,32,0
7301,*,10,44,*
7301,9,9,29,0
7301,*,16,29,*
7301,*,8,28,*
7301,*,10,36,*
7301,*,*,29,0
7301,8,*,31,*
7301,13,6,28,0
7301,*,8,22,*
7301,*,6,44,*
7301,9,15,48,0
7301,*,9,33,*
7301,10,*,29,*
7301,10,9,28,0
7301,*,9,30,*
7301,11,*,28,*
7301,12,9,31,0
7301,11,7,31,0
7301,*,*,22,0
7301,*,10,29,*
7301,*,15,71,*
7301,17,7,56,0
7301,18,11,52,0
7301,*,13,53,*
7301,*,5,29,*
7301,15,*,31,*
7301,7,*,29,*
7301,7,5,29,0
7301,*,23,54,*
7301,11,7,39,0
7301,7,7,37,0
7301,8,*,42,*
7301,*,12,35,*
7301,20,11,40,0
7301,*,8,43,*
7301,*,15,68,*
7301,14,19,66,4
7301,*,17,71,*
7301,15,19,73,0
7301,*,*,7,*
7301,20,*,84,*
7301,22,*,86,*
7301,19,18,90,4
7301,6,9,85,15
7301,*,0,6,*
7301,*,*,23,*
7301,0,0,0,0
7301,0,0,0,0
7301,0,0,0,0
7301,0,0,0,0
7301,0,0,0,0
7301,0,0,0,0
7301,0,0,0,0
7301,0,0,0,0
7301,*,7,*,0
7301,7,4,28,0
7301,*,*,10,0
7301,*,*,14,0
7301,*,0,*,0
7301,64,*,255,*
7301,*,19,93,*
7301,*,*,9,*
7301,*,16,48,*
7301,8,8,72,6
7301,*,*,16,0
7301,*,4,29,*
7301,*,*,35,6
7301,*,*,20,0
7301,*,*,8,*
7301,*,*,42,*
7301,*,7,41,*
7301,10,15,140,80
7301,31,29,225,62
7301,5,8,34,10
7301,5,6,52,12
7301,*,*,43,13
7301,*,*,42,8
7301,*,*,20,*
7301,*,*,13,*
7301,6,4,71,12
7301,6,10,41,5
7301,5,*,30,*
7301,*,4,22,*
7301,5,7,30,0
7301,6,5,21,6
7301,*,8,36,*
7301,*,8,47,*
7301,*,*,46,17
7301,*,15,70,*
7301,4,*,17,*
7301,*,*,8,0
7301,*,*,17,*
7301,*,*,34,9
7301,5,*,13,*
7301,10,10,69,11
7301,*,*,6,*
7301,0,*,23,*
7301,*,*,120,22
7301,*,*,15,0
7301,*,*,10,*
7301,25,42,101,5
7301,0,*,16,*
7301,*,*,10,*
7301,47,138,363,23
7301,*,*,14,7
7301,15,24,132,17
7301,14,*,57,*
7301,6,16,112,17
7301,19,*,49,*
7301,*,6,38,*
7301,*,*,25,5
7301,0,*,13,*
7301,60,105,614,90
7301,*,0,12,*
7301,*,*,5,6
7301,4,7,26,6
7301,5,4,9,0
7301,*,*,8,*
7301,*,*,13,4
7301,*,*,25,7
7301,*,6,25,*
7301,*,*,24,*
7301,*,*,33,5
7301,*,*,24,4
7301,*,*,12,*
7301,*,*,20,0
7301,10,10,96,24
7301,*,14,53,*
7301,*,*,8,0
7301,*,17,43,*
7301,24,31,193,43
7301,9,14,123,27
7301,47,107,262,33
7301,*,*,13,5
7301,0,*,24,*
7301,11,10,83,27
7301,*,5,16,*
7301,54,92,446,46
7301,*,4,11,*
7301,23,40,207,25
7301,*,6,20,*
7301,25,31,210,37
7301,5,7,34,7
7301,19,23,124,10
7301,9,*,41,*
7301,9,11,70,7
7301,*,*,11,0
7301,*,5,22,*
7301,*,0,*,0
7301,*,*,37,4
7301,0,0,*,*
7301,*,*,43,13
7301,5,6,56,20
7301,5,*,66,*
7301,*,*,17,*
7301,*,*,16,*
7301,*,*,11,*
7301,7,12,79,15
7301,*,*,13,*
7301,*,*,16,4
7301,0,*,9,*
7301,40,73,371,51
7301,10,*,85,*
7301,9,18,99,24
7301,37,59,287,41
7301,0,0,0,0
7301,12,35,112,26
7301,0,*,15,*
7301,23,42,171,15
7301,4,*,*,8
7301,0,0,*,*
7301,0,0,7,0
7301,0,*,*,5
7301,21,23,217,43
7301,0,0,0,0
7301,*,*,21,*
7301,*,*,22,9
7301,20,40,169,38
7301,0,7,39,7
7301,*,5,26,*
7301,6,5,28,8
7301,0,0,0,0
7301,7,8,55,10
7301,18,47,238,50
7301,5,11,49,10
7301,*,*,24,6
7301,*,*,28,4
7301,*,*,15,*
7301,0,*,8,*
7301,*,*,11,*
7301,0,*,17,*
7301,0,0,33,11
7301,*,*,23,6
7301,*,*,31,5
7301,*,0,*,5
7301,*,0,*,0
7301,*,*,69,52
7301,0,*,*,*
7301,0,0,*,*
7301,0,*,11,*
7301,0,*,15,*
7301,*,*,11,5
7301,16,25,159,22
7301,*,0,*,0
7301,11,10,88,33
7301,0,0,*,*
7301,8,18,66,12
7301,7,7,57,27
7301,*,0,10,*
7301,0,0,0,0
7301,*,*,44,9
7301,0,0,0,0
7301,6,13,73,15
7301,*,*,33,6
7301,*,54,277,*
7301,*,*,23,*
7301,0,*,*,5
7301,0,0,*,*
7301,0,*,19,*
7301,0,8,52,14
7301,0,6,10,0
7301,*,*,8,*
7301,0,0,0,0
7301,*,*,847,133
7301,0,*,13,*
7301,*,*,50,15
7301,0,0,0,0
7301,8,5,56,10
7301,4,6,75,14
7301,5,7,70,7
7301,8,9,61,17
7301,*,*,18,6
7301,8,6,38,7
7301,0,0,0,0
7301,*,9,28,*
7301,5,15,28,0
7301,8,7,34,0
7301,*,12,46,*
7301,4,9,42,5
7301,*,17,34,*
7301,*,12,56,*
7301,*,13,39,*
7301,*,14,39,*
7301,0,0,*,*
7301,14,26,157,23
7301,7,*,48,*
7301,5,5,31,6
7301,5,*,*,4
7301,*,*,28,4
7301,8,*,21,*
7301,7,*,21,*
7301,14,15,73,10
7301,19,42,150,7
7301,0,*,23,*
7301,*,*,57,21
7301,*,*,35,*
7301,*,*,16,0
7301,9,11,50,4
7301,*,11,61,*
7301,10,*,54,*
7301,*,*,52,10
7301,*,7,50,*
7301,*,6,47,*
7301,*,*,38,6
7301,4,13,47,8
7301,7,*,36,*
7301,*,*,22,8
7301,7,5,37,7
7301,4,5,39,7
7301,*,*,36,10
7301,*,*,25,*
7301,0,*,12,*
7301,*,0,36,*
7301,0,*,9,*
7301,10,7,58,16
7301,*,*,24,*
7301,*,*,26,6
7301,0,*,6,*
7301,*,*,7,0
7301,0,0,0,0
7301,*,0,12,*
7301,0,0,18,5
7301,*,*,10,0
7301,10,12,87,19
7301,6,12,58,5
7301,26,41,272,52
7301,*,*,23,7
7301,*,*,24,6
7301,*,*,35,10
7301,*,*,26,6
7301,*,*,18,9
7301,*,*,20,*
7301,*,*,50,12
7301,5,5,34,10
7301,0,*,25,*
7301,12,10,71,25
7301,*,10,54,*
7301,*,*,33,8
7301,*,*,33,6
7301,0,4,21,13
7301,*,*,19,8
7301,0,0,15,9
7301,*,*,17,12
7301,*,7,33,*
7301,0,5,36,6
7301,9,24,121,28
7301,*,*,36,11
7301,*,*,24,6
7301,0,0,*,*
7301,6,4,38,10
7301,*,*,33,7
7301,5,4,25,7
7301,5,6,25,12
7301,*,*,15,10
7301,*,*,*,*
7301,6,9,65,8
7301,6,7,47,11
7301,0,5,31,9
7301,*,*,34,11
7301,*,*,79,25
7301,4,10,50,21
7301,*,*,29,14
7301,*,*,33,6
7301,*,*,23,11
7301,9,16,59,13
7301,5,7,34,8
7301,5,7,43,17
7301,7,8,65,10
7301,4,8,41,12
7301,*,*,38,21
7301,*,*,22,13
7301,5,6,37,12
7301,6,4,29,10
7301,7,13,30,10
7301,7,7,49,17
7301,4,9,54,6
7301,9,16,52,13
7301,5,8,47,15
7301,11,15,54,8
7301,*,7,25,*
7301,0,*,15,*
7301,*,*,13,*
7301,8,10,89,12
7301,8,12,39,6
7301,4,12,66,8
7301,8,10,57,7
7301,5,9,48,7
7301,5,7,45,7
7301,4,10,47,6
7301,9,6,48,6
7301,*,*,33,6
7301,11,7,48,10
7301,8,9,53,4
7301,10,9,41,9
7301,*,8,36,*
7301,5,12,41,4
7301,*,*,26,9
7301,*,*,29,9
7301,*,5,26,*
7301,*,*,20,13
7301,*,*,28,12
7301,5,9,40,5
7301,9,*,35,*
7301,5,5,39,15
7301,8,6,36,16
7301,8,5,42,16
7301,7,8,59,12
7301,*,*,33,10
7301,*,7,28,*
7301,5,7,31,9
7301,*,*,33,13
7301,0,0,0,0
7301,4,4,32,10
7301,*,*,47,13
7301,*,*,28,7
7301,6,8,36,14
7301,*,*,31,12
7301,*,10,35,*
7301,*,4,23,*
7301,0,*,31,*
7301,*,*,39,12
7301,*,*,24,15
7301,*,*,22,8
7301,9,8,74,22
7301,33,41,260,46
7301,*,*,42,6
7301,5,11,42,8
7301,7,10,37,9
7301,*,*,38,7
7301,5,6,39,12
7301,7,18,99,23
7301,*,*,31,5
7301,*,7,29,*
7301,11,20,98,20
7301,14,22,90,11
7301,0,6,27,7
7301,6,6,53,21
7301,4,4,47,26
7301,*,*,46,15
7301,*,12,38,*
7301,*,7,27,*
7301,*,*,35,23
7301,5,8,35,15
7301,*,*,25,12
7301,4,10,42,27
7301,*,*,38,22
7301,7,6,40,17
7301,10,10,59,17
7301,*,*,26,4
7301,6,8,38,15
7301,*,12,38,*
7301,*,*,15,4
7301,*,*,26,10
7301,*,*,59,16
7301,*,*,36,11
7301,*,*,42,10
7301,*,5,21,*
7301,*,6,34,*
7301,7,7,59,4
7301,5,5,45,12
7301,*,*,33,7
7301,*,*,24,6
7301,*,7,31,*
7301,*,4,29,*
7301,8,12,63,17
7301,*,*,26,15
7301,*,*,19,6
7301,5,10,56,14
7301,4,4,18,4
7301,*,4,35,*
7301,0,*,33,*
7301,4,8,36,11
7301,*,*,24,26
7301,45,60,367,71
7301,7,7,45,14
7301,8,14,53,20
7301,6,*,28,*
7301,14,26,157,18
7301,*,*,36,15
7301,*,*,44,15
7301,4,5,56,18
7301,6,13,70,14
7301,*,13,49,*
7301,7,8,39,6
7301,*,10,33,*
7301,5,5,43,7
7301,4,9,32,6
7301,*,*,41,9
7301,*,*,37,14
7301,8,*,50,*
7301,*,*,26,6
7301,*,*,23,10
7301,4,5,30,8
7301,*,*,25,9
7301,6,5,32,7
7301,*,*,28,6
7301,7,5,31,4
7301,*,10,34,*
7301,5,8,40,8
7301,8,13,38,12
7301,*,*,44,9
7301,0,0,0,0
7301,12,8,36,20
7301,39,51,272,43
7301,*,9,36,*
7301,4,14,42,4
7301,5,8,38,5
7301,6,9,42,10
7301,0,*,21,*
7301,5,5,39,15
7301,0,0,4,5
7301,*,8,31,*
7301,4,9,56,26
7301,0,*,15,*
7301,*,*,63,23
7301,*,*,33,17
7301,0,4,39,32
7301,*,*,67,52
7301,*,*,7,7
7301,0,6,14,18
7301,9,9,85,20
7301,*,*,28,7
7301,*,*,16,7
7301,*,*,26,32
7301,*,*,30,15
7301,*,*,35,12
7301,*,*,39,31
7301,8,10,85,26
7301,*,*,60,9
7301,*,*,4,7
7301,*,*,76,27
7301,*,*,18,9
7301,*,*,40,27
7301,*,*,49,25
7301,*,*,40,22
7301,*,*,55,18
7301,8,5,45,27
7301,*,*,59,5
7301,*,*,21,12
7301,*,*,36,16
7301,0,0,0,0
7301,0,0,0,0
7301,*,*,16,12
7301,*,*,32,10
7301,*,*,40,13
7301,4,11,71,19
7301,41,10,237,117
7301,*,*,18,16
7301,*,*,30,19
7301,*,*,57,20
7301,*,*,20,4
7301,0,*,*,0
7301,0,*,19,*
7301,*,*,34,10
7301,0,*,*,9
7301,*,*,30,11
7301,5,6,58,26
7301,*,*,17,6
7301,*,7,28,*
7301,*,*,23,5
7301,*,*,21,9
7301,*,0,8,*
7301,0,0,20,16
7301,0,*,30,*
7301,4,6,57,18
7301,*,*,24,18
7301,*,*,68,24
7301,5,7,64,25
7301,*,*,24,11
7301,*,*,35,21
7301,0,*,21,*
7301,7,9,34,11
7301,*,*,30,11
7301,*,*,41,20
7301,5,6,18,6
7301,*,0,19,*
7301,0,4,22,14
7301,*,0,15,*
7301,*,*,16,8
7301,*,*,27,7
7301,4,4,11,12
7301,0,*,12,*
7301,*,*,21,8
7301,0,*,*,14
7301,*,*,20,7
7301,0,*,15,*
